ticker,title,description,source,published_at,url,collected_at
AAPL,Apple Inc. $AAPL is OVERSEA CHINESE BANKING Corp Ltd’s 6th Largest Position,"OVERSEA CHINESE BANKING Corp Ltd boosted its position in Apple Inc. (NASDAQ:AAPL – Free Report) by 630.1% in the first quarter, HoldingsChannel.com reports. The institutional investor owned 3,428,207 shares of the iPhone maker’s stock after purchasing an addi…",ETF Daily News,2025-08-30T09:18:59Z,https://www.etfdailynews.com/2025/08/30/apple-inc-aapl-is-oversea-chinese-banking-corp-ltds-6th-largest-position/,2025-08-31 18:32:31.242436
AAPL,"Sumitomo Life Insurance Co. Acquires 15,075 Shares of Apple Inc. $AAPL","Sumitomo Life Insurance Co. lifted its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 5.5% during the 1st quarter, HoldingsChannel.com reports. The fund owned 288,715 shares of the iPhone maker’s stock after buying an additional 15,075 shares…",ETF Daily News,2025-08-30T09:18:59Z,https://www.etfdailynews.com/2025/08/30/sumitomo-life-insurance-co-acquires-15075-shares-of-apple-inc-aapl/,2025-08-31 18:32:31.242459
AAPL,Apple Inc. $AAPL Shares Purchased by SBI Securities Co. Ltd.,"SBI Securities Co. Ltd. grew its stake in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 0.2% in the first quarter, HoldingsChannel.com reports. The firm owned 501,294 shares of the iPhone maker’s stock after purchasing an additional 904 shares during th…",ETF Daily News,2025-08-30T09:18:55Z,https://www.etfdailynews.com/2025/08/30/apple-inc-aapl-shares-purchased-by-sbi-securities-co-ltd/,2025-08-31 18:32:31.242463
AAPL,Apple Inc. $AAPL Holdings Reduced by Massachusetts Financial Services Co. MA,"Massachusetts Financial Services Co. MA decreased its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 2.6% in the 1st quarter, Holdings Channel.com reports. The fund owned 25,966,650 shares of the iPhone maker’s stock after selling 687,208 sha…",ETF Daily News,2025-08-30T09:18:55Z,https://www.etfdailynews.com/2025/08/30/apple-inc-aapl-holdings-reduced-by-massachusetts-financial-services-co-ma/,2025-08-31 18:32:31.242465
AAPL,Dakota Wealth Management Decreases Position in Apple Inc. $AAPL,"Dakota Wealth Management trimmed its stake in Apple Inc. (NASDAQ:AAPL – Free Report) by 0.3% during the 1st quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission. The fund owned 668,030 shares of the iPhon…",ETF Daily News,2025-08-30T09:18:50Z,https://www.etfdailynews.com/2025/08/30/dakota-wealth-management-decreases-position-in-apple-inc-aapl/,2025-08-31 18:32:31.242468
AAPL,Firestone Capital Management Grows Stake in Apple Inc. $AAPL,"Firestone Capital Management grew its holdings in Apple Inc. (NASDAQ:AAPL – Free Report) by 0.6% in the 1st quarter, HoldingsChannel reports. The institutional investor owned 17,252 shares of the iPhone maker’s stock after acquiring an additional 103 shares d…",ETF Daily News,2025-08-30T09:18:49Z,https://www.etfdailynews.com/2025/08/30/firestone-capital-management-grows-stake-in-apple-inc-aapl/,2025-08-31 18:32:31.242471
AAPL,Show HN: Datacmd – Terminal-native dashboards from CSV/API in one command,"Hi HN,I built Datacmd to eliminate bloated dashboards and browser UIs. It turns any CSV, JSON, API feed into live, terminal-native dashboards with one command. Fast. Minimal. Developer-centric. AND IT'S OPEN SOURCE
https://github.com/VincenzoManto/datacmdWhat…",Github.com,2025-08-30T08:46:27Z,https://github.com/VincenzoManto/Datacmd,2025-08-31 18:32:31.242475
AAPL,Pioneer Trust Bank N A OR Cuts Holdings in Apple Inc. $AAPL,"Pioneer Trust Bank N A OR lowered its position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 1.7% in the 1st quarter, HoldingsChannel.com reports. The institutional investor owned 117,487 shares of the iPhone maker’s stock after selling 1,979 shares …",ETF Daily News,2025-08-30T07:44:59Z,https://www.etfdailynews.com/2025/08/30/pioneer-trust-bank-n-a-or-cuts-holdings-in-apple-inc-aapl/,2025-08-31 18:32:31.242478
AAPL,Fortress Financial Solutions LLC Increases Stake in Apple Inc. $AAPL,"Fortress Financial Solutions LLC increased its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 4.3% in the 1st quarter, according to its most recent disclosure with the Securities and Exchange Commission. The fund owned 17,422 shares of the iP…",ETF Daily News,2025-08-30T07:44:54Z,https://www.etfdailynews.com/2025/08/30/fortress-financial-solutions-llc-increases-stake-in-apple-inc-aapl/,2025-08-31 18:32:31.242481
AAPL,"Cohen Capital Management Inc. Sells 2,100 Shares of Apple Inc. $AAPL","Cohen Capital Management Inc. cut its position in Apple Inc. (NASDAQ:AAPL – Free Report) by 16.1% during the 1st quarter, HoldingsChannel.com reports. The institutional investor owned 10,905 shares of the iPhone maker’s stock after selling 2,100 shares during…",ETF Daily News,2025-08-30T07:44:50Z,https://www.etfdailynews.com/2025/08/30/cohen-capital-management-inc-sells-2100-shares-of-apple-inc-aapl/,2025-08-31 18:32:31.242484
AAPL,Trail Ridge Investment Advisors LLC Trims Stake in Apple Inc. $AAPL,"Trail Ridge Investment Advisors LLC cut its position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 6.5% during the 1st quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The fund owned 53,636 shares of…",ETF Daily News,2025-08-30T07:44:49Z,https://www.etfdailynews.com/2025/08/30/trail-ridge-investment-advisors-llc-trims-stake-in-apple-inc-aapl/,2025-08-31 18:32:31.242487
AAPL,Apple Inc. $AAPL is Sigma Planning Corp’s 2nd Largest Position,"Sigma Planning Corp boosted its holdings in Apple Inc. (NASDAQ:AAPL – Free Report) by 0.1% in the first quarter, according to its most recent filing with the SEC. The institutional investor owned 694,515 shares of the iPhone maker’s stock after buying an addi…",ETF Daily News,2025-08-30T07:44:49Z,https://www.etfdailynews.com/2025/08/30/apple-inc-aapl-is-sigma-planning-corps-2nd-largest-position/,2025-08-31 18:32:31.242490
AAPL,Best Retail Stocks To Watch Now – August 28th,"Tesla, Walgreens Boots Alliance, Apple, Amazon.com, Microsoft, UnitedHealth Group, and Micron Technology are the seven Retail stocks to watch today, according to MarketBeat’s stock screener tool. Retail stocks are shares of publicly traded companies whose pri…",ETF Daily News,2025-08-30T07:04:56Z,https://www.etfdailynews.com/2025/08/30/best-retail-stocks-to-watch-now-august-28th/,2025-08-31 18:32:31.242493
AAPL,AmazonスマイルSALEで、Twelve SouthのBluetoothトランスミッター「AirFly Pro 2」やQi2ワイヤレス充電器「ButterFly SE」などが特別価格で販売中。,"AmazonスマイルSALEで、Twelve SouthのBluetoothトランスミッター「AirFly Pro 2」やQi2ワイヤレス充電器「ButterFly SE」などが特別価格で販売されています。詳細は以下か […]
The post AmazonスマイルSALEで、Twelve SouthのBluetoothトランスミッター「AirFly Pro 2」やQi2ワイヤレス充電器「ButterFly SE」などが特別価格で販売中。 first appeared on AAPL Ch..",Applech2.com,2025-08-30T05:46:55Z,https://applech2.com/archives/20250830-amazon-twelve-south-smile-sale.html,2025-08-31 18:32:31.242496
AAPL,MacのTouch IDを利用したHome Screen+の解除やiPhoneにXiaomiスマートフォンの通知を表示する、iPadととのXiaomiスマートフォン接続などに対応した「Xiaomi interconnectivity v2.0」がリリース。,"MacのTouch IDを利用したHome Screen+の解除やiPhoneにXiaomiスマートフォンの通知を表示する、iPadととのXiaomiスマートフォン接続などに対応した「Xiaomi interconne […]
The post MacのTouch IDを利用したHome Screen+の解除やiPhoneにXiaomiスマートフォンの通知を表示する、iPadととのXiaomiスマートフォン接続などに対応した「Xiaomi interconnectivity v2.0」がリリース。 first a…",Applech2.com,2025-08-30T04:53:39Z,https://applech2.com/archives/20250830-xiaomi-interconnectivity-v2.html,2025-08-31 18:32:31.242499
AAPL,3 excellent ASX ETFs for beginners in September,"These funds could be worth a look if you're planning your first investments and don't know where to put your money.
The post 3 excellent ASX ETFs for beginners in September appeared first on The Motley Fool Australia.",Motley Fool Australia,2025-08-30T01:13:00Z,https://www.fool.com.au/2025/08/30/3-excellent-asx-etfs-for-beginners-in-september/,2025-08-31 18:32:31.242501
AAPL,"Apple Inc. (AAPL): The AI “Will Come Into Play Soon,” Says Jim Cramer",We recently published Jim Cramer Said AI Is A “Souped-Up Google” As He Discussed These 11 Stocks. Apple Inc. (NASDAQ:AAPL) is one of the stocks Jim Cramer...,Yahoo Entertainment,2025-08-29T21:46:08Z,https://finance.yahoo.com/news/apple-inc-aapl-ai-come-214608795.html,2025-08-31 18:32:31.242503
AAPL,Podcast links: resetting your career,"Listening
Spotify ($SPOT) is adding DMs. (theverge.com)
Narrative podcasts have been eclipsed in popular culture. (rollingstone.com)
Apple ($AAPL) is going to offer up its music stations outside of its ecosystem. (wsj.com)
A Q&A with David Senra, host of The …",Biztoc.com,2025-08-29T14:05:44Z,https://biztoc.com/x/ee3aa8874fa0585e,2025-08-31 18:32:31.242505
AAPL,How Is Alphabet's Stock Performance Compared to Other Internet Stocks?,"Alphabet has underperformed the Internet industry over the past year, but analysts are highly optimistic about the stock’s prospects.",Barchart.com,2025-08-29T14:05:25Z,https://www.barchart.com/story/news/34482431/how-is-alphabet-s-stock-performance-compared-to-other-internet-stocks,2025-08-31 18:32:31.242508
AAPL,"What the interns have wrought, 2025","Yet again, we’re at the end of our internship season, and so it’s time to summarize whatthe interns were up to!",Janestreet.com,2025-08-29T10:15:58Z,https://blog.janestreet.com/wrought-2025/,2025-08-31 18:32:31.242511
GOOGL,Best Healthcare Stocks To Consider – August 28th,"Walgreens Boots Alliance, Alphabet, UnitedHealth Group, Oracle, and ServiceNow are the five Healthcare stocks to watch today, according to MarketBeat’s stock screener tool. Healthcare stocks are shares of companies operating in the medical and health services…",ETF Daily News,2025-08-30T06:33:01Z,https://www.etfdailynews.com/2025/08/30/best-healthcare-stocks-to-consider-august-28th/,2025-08-31 18:32:32.529560
GOOGL,Google's Pixel 10 sets AI bar for smartphones - Axios,Google's Pixel 10 sets AI bar for smartphonesAxios What’s New With Alphabet Inc’s (GOOGL) Pixel Smartphones?Yahoo Finance Alphabet Expands Pixel Portfolio: Is it the Next Revenue Pillar?Zacks Investment Research Google’s New My Pixel App Arrives for Pixel 10 …,Slashdot.org,2025-08-30T06:12:20Z,https://slashdot.org/firehose.pl?op=view&amp;id=178941060,2025-08-31 18:32:32.529591
GOOGL,What’s New With Alphabet Inc’s (GOOGL) Pixel Smartphones?,"Alphabet Inc. (NASDAQ:GOOGL) is one of the Stocks That Will Make You Rich In 5 Years. On August 20, Alphabet Inc. (NASDAQ:GOOGL) launched new Pixel...",Yahoo Entertainment,2025-08-29T19:13:05Z,https://finance.yahoo.com/news/alphabet-inc-googl-pixel-smartphones-191305938.html,2025-08-31 18:32:32.529593
GOOGL,Should You Buy the Post-Earnings Plunge in Marvell Stock?,Marvell stock tumbles as the chipmaker misses expectations for Q2 data center revenue and future guidance. A JPMorgan analyst recommends buying the post...,Barchart.com,2025-08-29T18:32:40Z,https://www.barchart.com/story/news/34488330/should-you-buy-the-post-earnings-plunge-in-marvell-stock,2025-08-31 18:32:32.529595
GOOGL,Google’s new blockchain ledger is set to compete with XRPL,"One of the world's largest tech companies may soon be able to compete directly with XRP, the third most valuable digital asset globally.
Alphabet (GOOGL) has announced its Google Cloud Universal Ledger (GCUL), a blockchain platform that will be available to b…",Biztoc.com,2025-08-29T18:01:58Z,https://biztoc.com/x/87e3c27ca391292d,2025-08-31 18:32:32.529596
GOOGL,Google’s new blockchain ledger is set to compete with XRPL,Google's 2026 ledger takes aim at Ripple’s XRPL with CME-backed trials.,TheStreet,2025-08-29T17:14:51Z,https://www.thestreet.com/crypto/innovation/googles-blockchain-ledger-mirrors-ripples-playbook,2025-08-31 18:32:32.529598
GOOGL,How Is Alphabet's Stock Performance Compared to Other Internet Stocks?,"Alphabet has underperformed the Internet industry over the past year, but analysts are highly optimistic about the stock’s prospects.",Barchart.com,2025-08-29T14:05:25Z,https://www.barchart.com/story/news/34482431/how-is-alphabet-s-stock-performance-compared-to-other-internet-stocks,2025-08-31 18:32:32.529599
GOOGL,Space Stocks To Consider – August 27th,"Alphabet, Berkshire Hathaway, and Boeing are the three Space stocks to watch today, according to MarketBeat’s stock screener tool. Space stocks are publicly traded shares of companies whose core businesses involve space-related activities—ranging from satelli…",ETF Daily News,2025-08-29T07:12:52Z,https://www.etfdailynews.com/2025/08/29/space-stocks-to-consider-august-27th/,2025-08-31 18:32:32.529600
GOOGL,Alphabet (GOOGL) Draws Bullish View from Goldman Amid AI Strategy Execution,"Alphabet Inc. (NASDAQ:GOOGL) is one of the most profitable tech stocks to invest in now. On August 21, Goldman Sachs analyst Eric Sheridan reiterated a Buy...",Yahoo Entertainment,2025-08-29T04:26:49Z,https://finance.yahoo.com/news/alphabet-googl-draws-bullish-view-042649153.html,2025-08-31 18:32:32.529602
GOOGL,"Alphabet Inc. (NASDAQ:GOOGL): Waymo Receives First Permit to Start Testing AVs in New York City, Reports Reuters","Alphabet Inc. (NASDAQ:GOOGL) is one of the Top Technology Stocks to Buy According to Hedge Funds. On August 22, Reuters reported that Alphabet Inc...",Yahoo Entertainment,2025-08-29T04:14:10Z,https://finance.yahoo.com/news/alphabet-inc-nasdaq-googl-waymo-041410738.html,2025-08-31 18:32:32.529603
GOOGL,"Big Tech investment powers Nvidia results, but Wall Street says 'inevitable' slowdown looms",Big Tech's massive AI investments continued to fuel Nvidia's rapidly growing data center business this quarter — but Wall Street is flagging the risk of a...,Yahoo Entertainment,2025-08-28T19:33:00Z,https://finance.yahoo.com/news/big-tech-investment-powers-nvidia-results-but-wall-street-says-inevitable-slowdown-looms-193300481.html,2025-08-31 18:32:32.529604
GOOGL,"Dear Apple Stock Fans, Mark Your Calendars for September 9","While Apple fans circle Sept. 9 for the iPhone 17 reveal, Wall Street’s cautious tone keeps expectations in check.",Barchart.com,2025-08-28T19:06:31Z,https://www.barchart.com/story/news/34460676/dear-apple-stock-fans-mark-your-calendars-for-september-9,2025-08-31 18:32:32.529605
GOOGL,A $10 Billion Reason to Buy Google Stock Now,Google has just inked a $10 billion deal with one of its Magnificent 7 rivals.,Barchart.com,2025-08-28T18:22:33Z,https://www.barchart.com/story/news/34460065/a-10-billion-reason-to-buy-google-stock-now,2025-08-31 18:32:32.529606
GOOGL,Analysts Think This Hidden-Gem AI Stock Can Soar 50% From Here,Analysts see Workday as an overlooked AI powerhouse with the potential to rally significantly from current levels.,Barchart.com,2025-08-28T18:16:36Z,https://www.barchart.com/story/news/34459994/analysts-think-this-hidden-gem-ai-stock-can-soar-50-from-here,2025-08-31 18:32:32.529608
GOOGL,"Palantir’s Rally Cools a Bit, But Is This Dip a Buying Opportunity?","Even with the recent pullback, Palantir remains the year’s best performer in the S&P 500. Palantir’s price-sales ratio has skyrocketed and dwarfs its peers.",Barchart.com,2025-08-28T17:10:47Z,https://www.barchart.com/story/news/34458947/palantirs-rally-cools-a-bit-but-is-this-dip-a-buying-opportunity,2025-08-31 18:32:32.529609
GOOGL,Citizens JMP Reiterates Market Outperform on Alphabet (GOOGL) With $225 PT,"Alphabet Inc. (NASDAQ:GOOGL) is one of the AI Stocks Analysts Say You Shouldn’t Ignore. On August 25, Citizens JMP analyst Andrew Boone reiterated a Market Outperform rating on the stock with a $225.00 price target. The firm talked about a recent update to Go…",Biztoc.com,2025-08-28T15:02:05Z,https://biztoc.com/x/7a1e21411cd64863,2025-08-31 18:32:32.529610
GOOGL,Snowflake Stock Scores a New Street-High Price Target After Beat & Raise Earnings,"SNOW stock hit a new 52-week high this morning after earnings, and Wall Street analysts think the stock can keep rising.",Barchart.com,2025-08-28T14:48:32Z,https://www.barchart.com/story/news/34455036/snowflake-stock-scores-a-new-street-high-price-target-after-beat-raise-earnings,2025-08-31 18:32:32.529611
GOOGL,Wall Street Largely Cheers Nvidia's Outlook Even as China Remains an Overhang,"AI chipmaker Nvidia’s projection for record third-quarter revenue was met with a bullish reception from analysts including Morgan Stanley and UBS, even as...",Investopedia,2025-08-28T12:13:12Z,https://www.investopedia.com/wall-street-largely-cheers-nvidias-outlook-even-as-china-remains-an-overhang-11799339,2025-08-31 18:32:32.529616
GOOGL,Best Cybersecurity Stocks Worth Watching – August 25th,"Alphabet, CrowdStrike, Palo Alto Networks, Fortinet, Dell Technologies, Bullish, and QXO are the seven Cybersecurity stocks to watch today, according to MarketBeat’s stock screener tool. Cybersecurity stocks are shares of publicly traded companies that develo…",ETF Daily News,2025-08-28T08:20:58Z,https://www.etfdailynews.com/2025/08/28/best-cybersecurity-stocks-worth-watching-august-25th/,2025-08-31 18:32:32.529617
GOOGL,Technology Stocks Worth Watching – August 25th,"NVIDIA, Palantir Technologies, Microsoft, Advanced Micro Devices, Alphabet, Apple, and Meta Platforms are the seven Technology stocks to watch today, according to MarketBeat’s stock screener tool. Technology stocks are shares of publicly traded companies that…",ETF Daily News,2025-08-28T08:06:51Z,https://www.etfdailynews.com/2025/08/28/technology-stocks-worth-watching-august-25th/,2025-08-31 18:32:32.529618
MSFT,Microsoft Corporation $MSFT Shares Acquired by Apollon Financial LLC,"Apollon Financial LLC boosted its stake in Microsoft Corporation (NASDAQ:MSFT – Free Report) by 1.9% in the first quarter, HoldingsChannel reports. The firm owned 35,616 shares of the software giant’s stock after buying an additional 670 shares during the per…",ETF Daily News,2025-08-30T09:18:58Z,https://www.etfdailynews.com/2025/08/30/microsoft-corporation-msft-shares-acquired-by-apollon-financial-llc/,2025-08-31 18:32:32.971871
MSFT,Lokken Investment Group LLC Reduces Position in Microsoft Corporation $MSFT,"Lokken Investment Group LLC lessened its position in shares of Microsoft Corporation (NASDAQ:MSFT – Free Report) by 4.1% during the first quarter, HoldingsChannel reports. The institutional investor owned 12,802 shares of the software giant’s stock after sell…",ETF Daily News,2025-08-30T09:18:55Z,https://www.etfdailynews.com/2025/08/30/lokken-investment-group-llc-reduces-position-in-microsoft-corporation-msft/,2025-08-31 18:32:32.971883
MSFT,Show HN: Datacmd – Terminal-native dashboards from CSV/API in one command,"Hi HN,I built Datacmd to eliminate bloated dashboards and browser UIs. It turns any CSV, JSON, API feed into live, terminal-native dashboards with one command. Fast. Minimal. Developer-centric. AND IT'S OPEN SOURCE
https://github.com/VincenzoManto/datacmdWhat…",Github.com,2025-08-30T08:46:27Z,https://github.com/VincenzoManto/Datacmd,2025-08-31 18:32:32.971885
MSFT,Microsoft Corporation (NASDAQ:MSFT) Receives $612.54 Average Price Target from Brokerages,"Microsoft Corporation (NASDAQ:MSFT – Get Free Report) has been given an average rating of “Moderate Buy” by the thirty-two brokerages that are presently covering the firm, MarketBeat.com reports. Two analysts have rated the stock with a hold rating, twenty-ni…",ETF Daily News,2025-08-30T08:28:51Z,https://www.etfdailynews.com/2025/08/30/microsoft-corporation-nasdaqmsft-receives-612-54-average-price-target-from-brokerages/,2025-08-31 18:32:32.971887
MSFT,Leo Wealth LLC Trims Stock Holdings in Microsoft Corporation $MSFT,"Leo Wealth LLC reduced its stake in Microsoft Corporation (NASDAQ:MSFT – Free Report) by 61.3% during the 1st quarter, according to its most recent Form 13F filing with the Securities & Exchange Commission. The institutional investor owned 16,730 shares of th…",ETF Daily News,2025-08-30T07:44:59Z,https://www.etfdailynews.com/2025/08/30/leo-wealth-llc-trims-stock-holdings-in-microsoft-corporation-msft/,2025-08-31 18:32:32.971889
MSFT,Microsoft Corporation $MSFT Shares Sold by Prepared Retirement Institute LLC,"Prepared Retirement Institute LLC lessened its holdings in shares of Microsoft Corporation (NASDAQ:MSFT – Free Report) by 7.1% during the 1st quarter, according to its most recent 13F filing with the SEC. The institutional investor owned 5,251 shares of the s…",ETF Daily News,2025-08-30T07:44:59Z,https://www.etfdailynews.com/2025/08/30/microsoft-corporation-msft-shares-sold-by-prepared-retirement-institute-llc/,2025-08-31 18:32:32.971891
MSFT,"Edgestream Partners L.P. Sells 11,544 Shares of Microsoft Corporation $MSFT","Edgestream Partners L.P. trimmed its holdings in shares of Microsoft Corporation (NASDAQ:MSFT – Free Report) by 21.1% during the 1st quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The fund owned 43,198 shar…",ETF Daily News,2025-08-30T07:44:58Z,https://www.etfdailynews.com/2025/08/30/edgestream-partners-l-p-sells-11544-shares-of-microsoft-corporation-msft/,2025-08-31 18:32:32.971893
MSFT,Slow Capital Inc. Boosts Stake in Microsoft Corporation $MSFT,"Slow Capital Inc. increased its stake in Microsoft Corporation (NASDAQ:MSFT – Free Report) by 1.2% during the first quarter, Holdings Channel.com reports. The firm owned 17,605 shares of the software giant’s stock after purchasing an additional 202 shares dur…",ETF Daily News,2025-08-30T07:44:55Z,https://www.etfdailynews.com/2025/08/30/slow-capital-inc-boosts-stake-in-microsoft-corporation-msft/,2025-08-31 18:32:32.971923
MSFT,Red Wave Investments LLC Sells 49 Shares of Microsoft Corporation $MSFT,"Red Wave Investments LLC decreased its position in Microsoft Corporation (NASDAQ:MSFT – Free Report) by 0.6% during the 1st quarter, HoldingsChannel reports. The fund owned 8,229 shares of the software giant’s stock after selling 49 shares during the quarter.…",ETF Daily News,2025-08-30T07:44:52Z,https://www.etfdailynews.com/2025/08/30/red-wave-investments-llc-sells-49-shares-of-microsoft-corporation-msft/,2025-08-31 18:32:32.971933
MSFT,Microsoft Corporation $MSFT Shares Purchased by Catalyst Financial Partners LLC,"Catalyst Financial Partners LLC boosted its position in Microsoft Corporation (NASDAQ:MSFT – Free Report) by 2.9% in the first quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The firm owned 42,028 shares of …",ETF Daily News,2025-08-30T07:44:49Z,https://www.etfdailynews.com/2025/08/30/microsoft-corporation-msft-shares-purchased-by-catalyst-financial-partners-llc/,2025-08-31 18:32:32.971935
MSFT,"Bogart Wealth LLC Buys 5,523 Shares of Microsoft Corporation $MSFT","Bogart Wealth LLC boosted its stake in shares of Microsoft Corporation (NASDAQ:MSFT – Free Report) by 8.4% during the 1st quarter, HoldingsChannel reports. The fund owned 71,061 shares of the software giant’s stock after purchasing an additional 5,523 shares …",ETF Daily News,2025-08-30T07:44:49Z,https://www.etfdailynews.com/2025/08/30/bogart-wealth-llc-buys-5523-shares-of-microsoft-corporation-msft/,2025-08-31 18:32:32.971936
